accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-17 10:00:41.954,3972,HTTP,142.19.97.6,152,Chrome,24,Female,RU,Premium,English,0.0,Yes,1140.304,Cash,2017-03-17 10:00:41.954,2017,3,17,10
2017-03-17 10:00:41.954,3712,HTTP,142.195.25.130,120,Chrome,54,Male,GB,Premium,English,179.2,No,0.0,Others,2017-03-17 10:00:41.954,2017,3,17,10
2017-03-17 10:03:35.311,1938,HTTP,142.254.126.204,46,Mozilla Firefox,24,Male,IT,Premium,English,0.0,Yes,130.112,Credit Card,2017-03-17 10:03:35.311,2017,3,17,10
2017-03-17 10:03:35.311,4378,HTTP,142.255.53.186,40,Mozilla Firefox,19,Female,GB,Premium,English,10.46,No,0.0,Cash,2017-03-17 10:03:35.311,2017,3,17,10
2017-03-17 10:01:40.079,1582,HTTP,142.30.195.153,556,Mozilla Firefox,62,Female,CH,Normal,English,121.98,No,0.0,Debit Card,2017-03-17 10:01:40.079,2017,3,17,10
2017-03-17 10:01:40.079,3763,HTTP,142.3.202.7,515,Mozilla Firefox,60,Female,AU,Normal,English,121.98,No,0.0,Cash,2017-03-17 10:01:40.079,2017,3,17,10
2017-03-17 10:01:40.079,3506,HTTP,142.31.6.136,702,Android App,65,Female,RU,Normal,English,900.24,No,0.0,Cash,2017-03-17 10:01:40.079,2017,3,17,10
2017-03-17 10:01:40.079,4202,HTTP,142.4.100.195,586,Android App,36,Male,US,Normal,English,900.24,No,0.0,Debit Card,2017-03-17 10:01:40.079,2017,3,17,10
2017-03-17 10:01:40.092,4662,HTTP,142.54.100.60,561,Android App,63,Female,DE,Normal,English,5250.0,No,0.0,Cash,2017-03-17 10:01:40.092,2017,3,17,10
2017-03-17 10:01:40.092,2922,HTTP,142.54.73.188,589,Android App,32,Female,US,Normal,English,15.69,No,0.0,Credit Card,2017-03-17 10:01:40.092,2017,3,17,10
2017-03-17 10:01:40.173,4003,HTTP,142.54.82.36,1728,Android App,46,Male,FI,Normal,English,107.52,No,0.0,Cash,2017-03-17 10:01:40.173,2017,3,17,10
2017-03-17 10:01:40.173,2255,HTTP,142.59.26.151,579,Android App,44,Male,IT,Normal,English,121.98,No,0.0,Cash,2017-03-17 10:01:40.173,2017,3,17,10
