accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-17 04:00:04.296,2456,HTTP,101.255.92.168,359,Microsoft Edge,64,Female,US,Premium,French,900.24,No,0.0,Cash,2017-03-17 04:00:04.296,2017,3,17,4
2017-03-17 04:00:04.296,2795,HTTP,101.31.222.9,1326,Safari,37,Male,IT,Premium,English,121.98,No,0.0,Credit Card,2017-03-17 04:00:04.296,2017,3,17,4
2017-03-17 04:00:25.359,4253,HTTP,101.50.116.22,40,Safari,18,Female,IT,Premium,English,600.16,No,0.0,Others,2017-03-17 04:00:25.359,2017,3,17,4
2017-03-17 04:00:25.359,4748,HTTP,101.50.117.257,46,Safari,46,Female,AT,Premium,English,900.24,No,0.0,Credit Card,2017-03-17 04:00:25.359,2017,3,17,4
2017-03-17 04:00:56.138,3435,HTTP,101.99.35.9,222,Safari,59,Female,IT,Premium,English,3000.85,No,0.0,Credit Card,2017-03-17 04:00:56.138,2017,3,17,4
2017-03-17 04:00:56.138,4114,HTTP,101.99.37.113,443,Safari,37,Female,US,Premium,English,0.0,Yes,18.336,Cash,2017-03-17 04:00:56.138,2017,3,17,4
2017-03-17 04:03:00.614,4009,HTTP,103.10.23.118,1347,Safari,19,Female,CH,Premium,mongolian,0.0,Yes,323.976,Cash,2017-03-17 04:03:00.614,2017,3,17,4
2017-03-17 04:03:00.614,3584,HTTP,103.1.92.171,2237,Safari,40,Female,CH,Premium,nepali,0.0,Yes,20.04,Debit Card,2017-03-17 04:03:00.614,2017,3,17,4
2017-03-17 04:03:50.629,2755,HTTP,103.11.118.181,46,Safari,23,Female,IT,Premium,English,2400.68,No,0.0,Credit Card,2017-03-17 04:03:50.629,2017,3,17,4
2017-03-17 04:03:50.629,4743,HTTP,103.11.136.121,40,IOS App,65,Female,AT,Premium,English,0.0,Yes,12.96,Cash,2017-03-17 04:03:50.629,2017,3,17,4
2017-03-17 04:04:13.445,2065,HTTP,103.12.135.172,92,Microsoft Edge,35,Male,IE,Premium,English,162.64,No,0.0,Cash,2017-03-17 04:04:13.445,2017,3,17,4
2017-03-17 04:04:13.445,2782,HTTP,103.13.99.108,40,Microsoft Edge,18,Female,US,Premium,English,35.84,No,0.0,Credit Card,2017-03-17 04:04:13.445,2017,3,17,4
2017-03-17 04:04:39.889,1905,HTTP,103.14.250.176,46,Microsoft Edge,67,Female,US,Premium,English,0.0,Yes,52.776,Others,2017-03-17 04:04:39.889,2017,3,17,4
2017-03-17 04:04:39.889,1781,HTTP,103.14.250.176,40,IOS App,43,Female,CA,Premium,English,0.0,Yes,1199.8,Credit Card,2017-03-17 04:04:39.889,2017,3,17,4
2017-03-17 04:01:40.049,3353,HTTP,103.14.250.176,561,IOS App,68,Female,CH,Normal,English,0.0,Yes,1928.78,Credit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.049,2259,HTTP,103.14.250.176,589,IOS App,23,Female,US,Normal,English,0.0,Yes,352.38,Debit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.049,4019,HTTP,103.14.250.176,702,IOS App,38,Female,NO,Normal,English,35.84,No,0.0,Credit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.049,3412,HTTP,103.14.250.176,586,IOS App,49,Female,IT,Normal,English,0.0,Yes,46.94,Credit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.049,2822,HTTP,103.14.27.144,556,Chrome,20,Female,IT,Normal,English,58.65,No,0.0,Credit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.049,2457,HTTP,103.14.60.194,515,Chrome,56,Female,CH,Normal,English,26.15,No,0.0,Credit Card,2017-03-17 04:01:40.049,2017,3,17,4
2017-03-17 04:01:40.571,4971,HTTP,103.14.91.67,561,Chrome,55,Female,IT,Normal,English,900.24,No,0.0,Cash,2017-03-17 04:01:40.571,2017,3,17,4
2017-03-17 04:01:40.571,2664,HTTP,103.15.140.125,589,Chrome,19,Male,IT,Normal,English,600.16,No,0.0,Cash,2017-03-17 04:01:40.571,2017,3,17,4
2017-03-17 04:01:40.572,2353,HTTP,103.15.254.95,702,Chrome,43,Male,JP,Normal,English,179.2,No,0.0,Cash,2017-03-17 04:01:40.572,2017,3,17,4
2017-03-17 04:01:40.572,3976,HTTP,103.15.80.103,586,Chrome,25,Male,GB,Normal,English,81.32,No,0.0,Credit Card,2017-03-17 04:01:40.572,2017,3,17,4
2017-03-17 04:01:40.572,1513,HTTP,103.16.115.20,556,Chrome,45,Female,PE,Normal,English,15.15,No,0.0,Cash,2017-03-17 04:01:40.572,2017,3,17,4
2017-03-17 04:01:40.572,2106,HTTP,103.16.71.308,515,Chrome,18,Female,CA,Normal,English,203.3,No,0.0,Cash,2017-03-17 04:01:40.572,2017,3,17,4
2017-03-17 04:01:41.746,1967,HTTP,103.16.71.378,1728,Chrome,38,Female,GB,Normal,English,600.16,No,0.0,Credit Card,2017-03-17 04:01:41.746,2017,3,17,4
2017-03-17 04:01:41.746,2544,HTTP,103.17.158.231,579,Chrome,21,Female,SE,Normal,English,600.16,No,0.0,Others,2017-03-17 04:01:41.746,2017,3,17,4
2017-03-17 04:01:41.746,4115,HTTP,103.17.199.126,639,Others,18,Female,CA,Normal,English,600.16,No,0.0,Credit Card,2017-03-17 04:01:41.746,2017,3,17,4
2017-03-17 04:01:41.746,4688,HTTP,103.17.84.182,614,Others,66,Female,IT,Normal,English,600.16,No,0.0,Debit Card,2017-03-17 04:01:41.746,2017,3,17,4
2017-03-17 04:01:41.896,4458,HTTP,103.17.88.8,1728,Others,33,Female,IT,Normal,English,900.24,No,0.0,Others,2017-03-17 04:01:41.896,2017,3,17,4
2017-03-17 04:01:41.896,2271,HTTP,103.18.75.8,579,Others,52,Female,IT,Normal,English,30.3,No,0.0,Debit Card,2017-03-17 04:01:41.896,2017,3,17,4
2017-03-17 04:01:41.898,3902,HTTP,103.19.212.3,639,Others,18,Male,CN,Normal,English,0.0,Yes,28.84,Cash,2017-03-17 04:01:41.898,2017,3,17,4
2017-03-17 04:01:41.898,3477,HTTP,103.19.253.152,614,Others,42,Male,IT,Normal,English,1500.4,No,0.0,Others,2017-03-17 04:01:41.898,2017,3,17,4
2017-03-17 04:04:49.244,4139,HTTP,103.193.19.21,40,Mozilla Firefox,69,Male,US,Premium,French,0.0,Yes,89.856,Credit Card,2017-03-17 04:04:49.244,2017,3,17,4
2017-03-17 04:04:49.244,2405,HTTP,103.193.196.12,46,Mozilla Firefox,19,Male,IN,Premium,English,179.2,No,0.0,Cash,2017-03-17 04:04:49.244,2017,3,17,4
2017-03-17 04:02:58.712,2940,HTTP,103.193.88.4,2327,Mozilla Firefox,51,Male,IT,Premium,English,35.84,No,0.0,Debit Card,2017-03-17 04:02:58.712,2017,3,17,4
