accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-18 05:00:08.889,3104,TCP  ,139.163.138.24,46,Android App,64,Male,GB,Premium,English,0.0,Yes,2280.646,Credit Card,2017-03-18 05:00:08.889,2017,3,18,5
2017-03-18 05:00:08.889,2476,TCP  ,139.167.200.105,40,Android App,66,Female,DE,Premium,English,2400.68,No,0.0,Cash,2017-03-18 05:00:08.889,2017,3,18,5
2017-03-18 05:00:02.304,2715,TCP  ,139.167.76.192,2883,Android App,34,Male,US,Premium,English,0.0,Yes,2280.646,Credit Card,2017-03-18 05:00:02.304,2017,3,18,5
2017-03-18 05:00:02.304,2414,TCP  ,139.18.244.128,3745,Android App,49,Female,IN,Premium,English,71.68,No,0.0,Cash,2017-03-18 05:00:02.304,2017,3,18,5
2017-03-18 05:00:21.494,3874,TCP  ,139.184.156.163,2987,Android App,35,Male,CA,Premium,English,179.2,No,0.0,Cash,2017-03-18 05:00:21.494,2017,3,18,5
2017-03-18 05:00:21.494,1822,TCP  ,139.190.79.70,3745,Android App,45,Male,AR,Premium,English,81.32,No,0.0,Debit Card,2017-03-18 05:00:21.494,2017,3,18,5
2017-03-18 05:00:40.498,2551,TCP  ,139.190.79.70,2931,Android App,41,Female,PL,Premium,English,10.46,No,0.0,Credit Card,2017-03-18 05:00:40.498,2017,3,18,5
2017-03-18 05:00:40.498,4781,TCP  ,139.192.151.237,3745,Android App,57,Male,IN,Premium,English,30.3,No,0.0,Cash,2017-03-18 05:00:40.498,2017,3,18,5
2017-03-18 05:01:08.989,3263,TCP  ,139.192.213.211,46,Android App,62,Female,KR,Premium,French,107.52,No,0.0,Cash,2017-03-18 05:01:08.989,2017,3,18,5
2017-03-18 05:01:08.989,2599,TCP  ,139.192.252.145,40,Android App,50,Male,CA,Premium,English,35.19,No,0.0,Credit Card,2017-03-18 05:01:08.989,2017,3,18,5
2017-03-18 05:01:00.159,3619,TCP  ,139.194.131.44,2915,Chrome,33,Female,US,Premium,English,2400.68,No,0.0,Credit Card,2017-03-18 05:01:00.159,2017,3,18,5
2017-03-18 05:01:00.159,1849,TCP  ,139.194.75.168,3745,Mozilla Firefox,28,Male,CA,Premium,English,35.84,No,0.0,Debit Card,2017-03-18 05:01:00.159,2017,3,18,5
