accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-20 05:00:28.346,3261,TCP  ,203.87.129.146,46,Others,,Female,CA,Premium,English,1500.4,No,0.0,Debit Card,2017-03-20 05:00:28.346,2017,3,20,5
2017-03-20 05:00:28.346,3609,TCP  ,203.87.156.195,40,Others,,Female,NO,Premium,English,3000.85,No,0.0,Cash,2017-03-20 05:00:28.346,2017,3,20,5
2017-03-20 05:00:31.141,2582,TCP  ,203.88.6.34,44,Mozilla Firefox,,Male,IT,Premium,English,0.0,Yes,2677.5,Cash,2017-03-20 05:00:31.141,2017,3,20,5
2017-03-20 05:00:31.141,2495,TCP  ,203.88.6.37,92,Mozilla Firefox,,Male,SE,Premium,English,0.0,Yes,28.462,Debit Card,2017-03-20 05:00:31.141,2017,3,20,5
2017-03-20 05:00:52.024,4410,TCP  ,203.90.96.210,46,Mozilla Firefox,,Male,US,Premium,English,40.66,No,0.0,Others,2017-03-20 05:00:52.024,2017,3,20,5
2017-03-20 05:00:52.024,3095,TCP  ,203.9.78.24,40,Mozilla Firefox,,Male,PE,Premium,English,162.64,No,0.0,Cash,2017-03-20 05:00:52.024,2017,3,20,5
2017-03-20 05:01:46.959,4906,TCP  ,204.13.201.176,60,Android App,,Female,US,Premium,Russian,15.69,No,0.0,Others,2017-03-20 05:01:46.959,2017,3,20,5
2017-03-20 05:01:46.959,3564,TCP  ,204.136.186.141,40,Android App,,Male,AU,Premium,English,26.15,No,0.0,Cash,2017-03-20 05:01:46.959,2017,3,20,5
2017-03-20 05:02:10.334,4187,TCP  ,204.15.3.189,40,Android App,,Male,CN,Premium,English,900.24,No,0.0,Cash,2017-03-20 05:02:10.334,2017,3,20,5
2017-03-20 05:02:10.334,4219,TCP  ,204.152.206.254,46,Android App,,Female,IN,Premium,English,5.23,No,0.0,Cash,2017-03-20 05:02:10.334,2017,3,20,5
2017-03-20 05:00:19.904,2109,TCP  ,204.187.67.17,1285,Mozilla Firefox,,Female,CH,Premium,English,20.92,No,0.0,Credit Card,2017-03-20 05:00:19.904,2017,3,20,5
2017-03-20 05:00:19.904,3403,TCP  ,204.187.67.18,340,Mozilla Firefox,,Female,PR,Premium,English,0.0,Yes,15.69,Cash,2017-03-20 05:00:19.904,2017,3,20,5
2017-03-20 05:03:22.218,4646,TCP  ,204.187.67.18,46,Mozilla Firefox,,Male,JP,Premium,English,900.24,No,0.0,Cash,2017-03-20 05:03:22.218,2017,3,20,5
2017-03-20 05:00:48.137,4570,TCP  ,204.191.156.111,1285,Mozilla Firefox,,Male,US,Premium,English,0.0,Yes,1425.38,Cash,2017-03-20 05:00:48.137,2017,3,20,5
2017-03-20 05:00:48.137,2599,TCP  ,204.194.141.35,340,Mozilla Firefox,,Male,CN,Premium,English,900.24,No,0.0,Cash,2017-03-20 05:00:48.137,2017,3,20,5
2017-03-20 05:00:37.389,3099,TCP  ,204.195.51.30,2475,Mozilla Firefox,,Female,IT,Premium,English,1500.4,No,0.0,Cash,2017-03-20 05:00:37.389,2017,3,20,5
2017-03-20 05:00:37.389,2354,TCP  ,204.195.66.34,4362,Mozilla Firefox,,Female,CA,Premium,English,40.66,No,0.0,Debit Card,2017-03-20 05:00:37.389,2017,3,20,5
2017-03-20 05:01:16.460,4500,TCP  ,204.210.129.98,1285,Mozilla Firefox,,Female,IT,Premium,English,121.98,No,0.0,Cash,2017-03-20 05:01:16.460,2017,3,20,5
2017-03-20 05:01:16.460,4532,TCP  ,204.237.81.156,340,Android App,,Female,CA,Premium,English,162.64,No,0.0,Debit Card,2017-03-20 05:01:16.460,2017,3,20,5
2017-03-20 05:04:19.847,3922,TCP  ,204.239.136.104,46,Chrome,,Male,NO,Premium,English,0.0,Yes,25.088,Others,2017-03-20 05:04:19.847,2017,3,20,5
2017-03-20 05:04:19.847,1851,TCP  ,204.248.0.202,40,Chrome,,Female,US,Premium,English,600.16,No,0.0,Debit Card,2017-03-20 05:04:19.847,2017,3,20,5
2017-03-20 05:01:40.271,2727,TCP  ,204.29.160.180,561,Chrome,,Female,IN,Normal,English,40.66,No,0.0,Debit Card,2017-03-20 05:01:40.271,2017,3,20,5
2017-03-20 05:01:40.271,4953,TCP  ,204.42.24.156,589,Chrome,,Male,IT,Normal,English,0.0,Yes,3.661,Debit Card,2017-03-20 05:01:40.271,2017,3,20,5
2017-03-20 05:01:40.299,4432,TCP  ,204.44.113.85,1728,Chrome,,Female,RU,Normal,English,20.92,No,0.0,Others,2017-03-20 05:01:40.299,2017,3,20,5
2017-03-20 05:01:40.299,4023,TCP  ,204.44.114.104,579,Chrome,,Female,GB,Normal,English,5.23,No,0.0,Cash,2017-03-20 05:01:40.299,2017,3,20,5
2017-03-20 05:01:40.314,4844,TCP  ,204.44.78.144,702,IOS App,,Female,JP,Normal,English,58.65,No,0.0,Cash,2017-03-20 05:01:40.314,2017,3,20,5
2017-03-20 05:01:40.314,4783,TCP  ,204.48.120.258,586,IOS App,,Male,CA,Normal,English,107.52,No,0.0,Debit Card,2017-03-20 05:01:40.314,2017,3,20,5
2017-03-20 05:01:40.315,1620,TCP  ,204.48.79.113,556,IOS App,,Male,US,Normal,English,1500.4,No,0.0,Credit Card,2017-03-20 05:01:40.315,2017,3,20,5
2017-03-20 05:01:40.315,4471,TCP  ,204.50.7.205,515,IOS App,,Female,IN,Normal,English,600.16,No,0.0,Debit Card,2017-03-20 05:01:40.315,2017,3,20,5
2017-03-20 05:01:40.571,2140,TCP  ,204.52.135.228,702,IOS App,,Female,US,Normal,English,143.36,No,0.0,Credit Card,2017-03-20 05:01:40.571,2017,3,20,5
2017-03-20 05:01:40.571,2798,TCP  ,204.63.44.153,586,IOS App,,Male,RU,Normal,English,0.0,Yes,675.18,Credit Card,2017-03-20 05:01:40.571,2017,3,20,5
2017-03-20 05:01:40.571,2737,TCP  ,204.64.147.240,556,IOS App,,Female,KR,Normal,English,203.3,No,0.0,Cash,2017-03-20 05:01:40.571,2017,3,20,5
2017-03-20 05:01:40.571,2942,TCP  ,204.73.55.137,515,Microsoft Edge,,Female,IT,Normal,English,1050.0,No,0.0,Credit Card,2017-03-20 05:01:40.571,2017,3,20,5
2017-03-20 05:01:40.588,2223,TCP  ,204.76.113.56,561,Microsoft Edge,,Female,CH,Normal,English,46.92,No,0.0,Credit Card,2017-03-20 05:01:40.588,2017,3,20,5
2017-03-20 05:01:40.588,2681,TCP  ,204.79.180.127,589,Microsoft Edge,,Female,AR,Normal,English,0.0,Yes,16.422,Cash,2017-03-20 05:01:40.588,2017,3,20,5
2017-03-20 05:01:42.130,2359,TCP  ,204.79.180.133,1728,Microsoft Edge,,Male,IT,Normal,English,0.0,Yes,225.06,Cash,2017-03-20 05:01:42.130,2017,3,20,5
2017-03-20 05:01:42.130,3573,TCP  ,204.79.180.245,579,Microsoft Edge,,Male,GB,Normal,English,1500.4,No,0.0,Credit Card,2017-03-20 05:01:42.130,2017,3,20,5
2017-03-20 05:01:42.131,2508,TCP  ,204.79.180.254,639,Microsoft Edge,,Female,CH,Normal,English,0.0,Yes,56.8125,Cash,2017-03-20 05:01:42.131,2017,3,20,5
