accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-15 12:00:44.940,3753,HTTP,95.10.90.186,92,Microsoft Edge,42,Male,JP,Premium,Spanish,828.84,No,0.0,Cash,2017-03-15 12:00:44.940,2017,3,15,12
2017-03-15 12:00:44.940,1621,HTTP,95.103.94.94,44,Microsoft Edge,52,Female,AU,Premium,Spanish,7.218,No,0.0,Debit Card,2017-03-15 12:00:44.940,2017,3,15,12
2017-03-15 12:00:47.721,2233,HTTP,95.104.119.242,46,Microsoft Edge,24,Female,AU,Premium,Russian,27.2,No,0.0,Credit Card,2017-03-15 12:00:47.721,2017,3,15,12
2017-03-15 12:00:47.721,3592,HTTP,95.105.84.59,40,Microsoft Edge,42,Male,US,Premium,Russian,89.97,No,0.0,Debit Card,2017-03-15 12:00:47.721,2017,3,15,12
2017-03-15 12:00:54.637,2913,HTTP,95.106.178.58,120,Microsoft Edge,55,Female,KR,Premium,Russian,318.08,No,0.0,Credit Card,2017-03-15 12:00:54.637,2017,3,15,12
2017-03-15 12:00:54.637,2562,HTTP,95.111.17.79,144,Safari,53,Male,RU,Premium,Spanish,5.8,No,0.0,Credit Card,2017-03-15 12:00:54.637,2017,3,15,12
2017-03-15 12:01:37.321,1661,HTTP,95.132.180.64,92,Others,58,Male,IT,Premium,Russian,29.9,No,0.0,Cash,2017-03-15 12:01:37.321,2017,3,15,12
2017-03-15 12:01:37.321,3708,HTTP,95.132.182.99,80,Others,65,Female,DE,Premium,Russian,276.784,No,0.0,Credit Card,2017-03-15 12:01:37.321,2017,3,15,12
2017-03-15 12:02:06.294,2726,HTTP,95.132.185.233,46,Others,48,Female,RU,Premium,French,93.032,No,0.0,Cash,2017-03-15 12:02:06.294,2017,3,15,12
2017-03-15 12:02:06.294,1638,HTTP,95.132.19.156,40,Others,58,Female,US,Premium,French,454.965,No,0.0,Debit Card,2017-03-15 12:02:06.294,2017,3,15,12
2017-03-15 12:03:11.374,3575,HTTP,95.133.41.109,46,Safari,38,Male,IN,Premium,French,403.68,No,0.0,Credit Card,2017-03-15 12:03:11.374,2017,3,15,12
2017-03-15 12:03:11.374,4482,HTTP,95.134.192.178,40,Safari,35,Male,IT,Premium,French,41.9,No,0.0,Credit Card,2017-03-15 12:03:11.374,2017,3,15,12
2017-03-15 12:00:13.406,2800,HTTP,95.134.239.49,556,Safari,31,Male,AT,Normal,French,28.91,No,0.0,Debit Card,2017-03-15 12:00:13.406,2017,3,15,12
2017-03-15 12:00:13.406,4236,HTTP,95.134.29.36,515,Safari,66,Female,CH,Normal,French,32.4,No,0.0,Credit Card,2017-03-15 12:00:13.406,2017,3,15,12
2017-03-15 12:00:13.434,4476,HTTP,95.134.34.116,702,Safari,68,Female,CA,Normal,French,369.544,No,0.0,Cash,2017-03-15 12:00:13.434,2017,3,15,12
2017-03-15 12:00:13.434,2746,HTTP,95.134.50.196,586,IOS App,33,Female,RU,Normal,French,10.368,No,0.0,Cash,2017-03-15 12:00:13.434,2017,3,15,12
2017-03-15 12:03:14.858,2660,HTTP,95.134.70.254,46,Microsoft Edge,56,Female,IT,Premium,French,791.88,No,0.0,Debit Card,2017-03-15 12:03:14.858,2017,3,15,12
2017-03-15 12:03:15.931,4746,HTTP,95.135.197.109,46,Microsoft Edge,40,Female,IT,Premium,French,23.64,No,0.0,Debit Card,2017-03-15 12:03:15.931,2017,3,15,12
2017-03-15 12:03:17.841,2839,HTTP,95.135.204.9,46,Microsoft Edge,47,Female,ZA,Premium,French,84.784,No,0.0,Cash,2017-03-15 12:03:17.841,2017,3,15,12
2017-03-15 12:00:08.425,1849,HTTP,95.135.207.89,3055,IOS App,30,Male,US,Premium,French,64.96,No,0.0,Debit Card,2017-03-15 12:00:08.425,2017,3,15,12
2017-03-15 12:00:08.425,2793,HTTP,95.135.56.84,3029,IOS App,26,Male,IT,Premium,French,32.06,No,0.0,Others,2017-03-15 12:00:08.425,2017,3,15,12
2017-03-15 12:03:21.847,3002,HTTP,95.135.6.154,46,IOS App,66,Female,IT,Premium,French,177.648,No,0.0,Cash,2017-03-15 12:03:21.847,2017,3,15,12
2017-03-15 12:03:29.959,4188,HTTP,95.138.204.84,46,IOS App,57,Female,AU,Premium,French,287.91,No,0.0,Cash,2017-03-15 12:03:29.959,2017,3,15,12
2017-03-15 12:03:36.331,1600,HTTP,95.140.124.26,46,IOS App,51,Female,IT,Premium,French,22.368,No,0.0,Cash,2017-03-15 12:03:36.331,2017,3,15,12
2017-03-15 12:03:36.331,4146,HTTP,95.140.126.34,40,Chrome,62,Male,RU,Premium,French,32.368,No,0.0,Cash,2017-03-15 12:03:36.331,2017,3,15,12
2017-03-15 12:00:44.551,2998,UDP  ,95.14.18.87,122,Chrome,44,Female,IT,Premium,French,207.984,No,0.0,Cash,2017-03-15 12:00:44.551,2017,3,15,12
2017-03-15 12:00:44.551,2661,ICMP ,95.14.223.107,150,Chrome,23,Female,PL,Premium,French,36.4,No,0.0,Debit Card,2017-03-15 12:00:44.551,2017,3,15,12
