accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,timestamp,ano,mes,dia,hora
2017-03-16 07:01:14.219,4327,TCP  ,91.213.231.51,46,Others,28,Male,CN,Premium,Russian,75.75,No,0.0,Cash,2017-03-16 07:01:14.219,2017,3,16,7
2017-03-16 07:01:14.219,2481,TCP  ,91.213.59.64,40,Others,36,Female,US,Premium,English,1500.4,No,0.0,Debit Card,2017-03-16 07:01:14.219,2017,3,16,7
2017-03-16 07:01:51.416,3354,TCP  ,91.214.85.77,144,Microsoft Edge,35,Male,IT,Premium,English,0.0,Yes,600.17,Cash,2017-03-16 07:01:51.416,2017,3,16,7
2017-03-16 07:01:51.416,2594,TCP  ,91.214.85.77,120,Microsoft Edge,44,Male,PL,Premium,English,0.0,Yes,5.23,Credit Card,2017-03-16 07:01:51.416,2017,3,16,7
2017-03-16 07:02:34.233,3167,TCP  ,91.214.87.220,46,Microsoft Edge,25,Female,JP,Premium,English,5.23,No,0.0,Cash,2017-03-16 07:02:34.233,2017,3,16,7
2017-03-16 07:02:34.233,2633,TCP  ,91.214.87.220,40,IOS App,18,Female,CH,Premium,English,1500.4,No,0.0,Credit Card,2017-03-16 07:02:34.233,2017,3,16,7
2017-03-16 07:00:13.399,4216,TCP  ,91.218.246.70,556,Chrome,68,Female,IT,Normal,English,0.0,Yes,600.16,Debit Card,2017-03-16 07:00:13.399,2017,3,16,7
2017-03-16 07:00:13.399,4645,TCP  ,91.218.246.70,515,Chrome,21,Female,SE,Normal,English,0.0,Yes,2400.68,Cash,2017-03-16 07:00:13.399,2017,3,16,7
2017-03-16 07:00:13.445,4012,TCP  ,91.218.246.70,702,Chrome,42,Female,JP,Normal,English,10.46,No,0.0,Credit Card,2017-03-16 07:00:13.445,2017,3,16,7
2017-03-16 07:00:13.445,2742,TCP  ,91.218.85.255,586,Chrome,30,Female,IN,Normal,Russian,1500.4,No,0.0,Credit Card,2017-03-16 07:00:13.445,2017,3,16,7
2017-03-16 07:03:30.469,3620,TCP  ,91.218.97.13,40,Chrome,56,Male,US,Premium,Russian,35.84,No,0.0,Debit Card,2017-03-16 07:03:30.469,2017,3,16,7
2017-03-16 07:03:30.469,4304,TCP  ,91.219.139.192,46,Chrome,29,Male,RU,Premium,Russian,15.69,No,0.0,Credit Card,2017-03-16 07:03:30.469,2017,3,16,7
2017-03-16 07:00:13.453,3182,TCP  ,91.219.139.192,92,Chrome,57,Female,CA,Normal,Russian,0.0,Yes,46.92,Cash,2017-03-16 07:00:13.453,2017,3,16,7
2017-03-16 07:00:13.453,1962,TCP  ,91.221.211.9,190,Chrome,19,Male,IT,Normal,Russian,1800.51,No,0.0,Others,2017-03-16 07:00:13.453,2017,3,16,7
2017-03-16 07:02:35.171,1709,TCP  ,91.221.70.27,561,Chrome,47,Male,US,Normal,English,20.92,No,0.0,Credit Card,2017-03-16 07:02:35.171,2017,3,16,7
2017-03-16 07:02:35.171,3897,TCP  ,91.221.70.27,589,Chrome,30,Female,PR,Normal,Russian,0.0,Yes,40.66,Cash,2017-03-16 07:02:35.171,2017,3,16,7
2017-03-16 07:02:35.172,4087,TCP  ,91.221.70.27,702,Others,26,Male,IT,Normal,Russian,11.73,No,0.0,Credit Card,2017-03-16 07:02:35.172,2017,3,16,7
2017-03-16 07:02:35.172,2643,TCP  ,91.221.70.27,586,Others,27,Male,CA,Normal,Russian,107.52,No,0.0,Cash,2017-03-16 07:02:35.172,2017,3,16,7
2017-03-16 07:02:35.173,2063,TCP  ,91.221.70.27,556,Others,50,Female,IT,Normal,English,0.0,Yes,1500.4,Cash,2017-03-16 07:02:35.173,2017,3,16,7
2017-03-16 07:02:35.173,3808,TCP  ,91.222.228.210,515,Others,27,Male,RU,Normal,English,162.64,No,0.0,Debit Card,2017-03-16 07:02:35.173,2017,3,16,7
2017-03-16 07:02:36.248,2751,TCP  ,91.222.80.26,1727,Others,67,Female,SE,Normal,Russian,5250.0,No,0.0,Credit Card,2017-03-16 07:02:36.248,2017,3,16,7
2017-03-16 07:02:36.248,3344,TCP  ,91.223.226.164,579,Others,31,Male,GB,Normal,Russian,5250.0,No,0.0,Cash,2017-03-16 07:02:36.248,2017,3,16,7
2017-03-16 07:02:36.250,2311,TCP  ,91.224.226.197,639,Mozilla Firefox,54,Male,IT,Normal,English,1500.4,No,0.0,Cash,2017-03-16 07:02:36.250,2017,3,16,7
2017-03-16 07:02:36.250,4785,TCP  ,91.224.69.80,614,Mozilla Firefox,65,Male,US,Normal,Russian,600.16,No,0.0,Credit Card,2017-03-16 07:02:36.250,2017,3,16,7
2017-03-16 07:06:05.590,2873,TCP  ,91.226.252.86,46,Mozilla Firefox,25,Female,US,Premium,Spanish,143.36,No,0.0,Others,2017-03-16 07:06:05.590,2017,3,16,7
2017-03-16 07:06:05.590,3013,TCP  ,91.226.4.7,40,Mozilla Firefox,56,Male,US,Premium,Spanish,35.84,No,0.0,Credit Card,2017-03-16 07:06:05.590,2017,3,16,7
2017-03-16 07:03:13.399,1933,TCP  ,91.229.72.245,561,Mozilla Firefox,44,Female,IT,Normal,English,121.98,No,0.0,Credit Card,2017-03-16 07:03:13.399,2017,3,16,7
2017-03-16 07:03:13.399,4810,TCP  ,91.230.146.21,589,Mozilla Firefox,31,Male,PL,Normal,Russian,900.24,No,0.0,Debit Card,2017-03-16 07:03:13.399,2017,3,16,7
2017-03-16 07:03:13.399,1754,TCP  ,91.230.219.8,556,Android App,48,Female,IT,Normal,English,107.52,No,0.0,Credit Card,2017-03-16 07:03:13.399,2017,3,16,7
2017-03-16 07:03:13.399,3893,TCP  ,91.230.25.108,515,Android App,69,Female,PL,Normal,Russian,600.16,No,0.0,Credit Card,2017-03-16 07:03:13.399,2017,3,16,7
2017-03-16 07:03:13.446,2139,TCP  ,91.231.115.255,702,Android App,49,Female,CA,Normal,Russian,40.66,No,0.0,Credit Card,2017-03-16 07:03:13.446,2017,3,16,7
2017-03-16 07:03:13.446,4602,TCP  ,91.232.101.31,586,Android App,22,Male,CO,Normal,English,121.98,No,0.0,Credit Card,2017-03-16 07:03:13.446,2017,3,16,7
2017-03-16 07:03:13.450,3174,TCP  ,91.232.158.4,639,Android App,28,Female,PL,Normal,Russian,121.98,No,0.0,Cash,2017-03-16 07:03:13.450,2017,3,16,7
2017-03-16 07:03:13.450,1993,TCP  ,91.233.110.3,614,Android App,66,Female,JP,Normal,Russian,5.23,No,0.0,Cash,2017-03-16 07:03:13.450,2017,3,16,7
2017-03-16 07:03:13.459,2212,TCP  ,91.234.31.31,1727,Android App,28,Female,CA,Normal,English,900.24,No,0.0,Cash,2017-03-16 07:03:13.459,2017,3,16,7
2017-03-16 07:03:13.459,4462,TCP  ,91.235.142.238,579,Android App,51,Female,RU,Normal,English,600.16,No,0.0,Credit Card,2017-03-16 07:03:13.459,2017,3,16,7
2017-03-16 07:05:35.171,3720,TCP  ,91.235.142.251,702,Android App,26,Female,AT,Normal,English,162.64,No,0.0,Cash,2017-03-16 07:05:35.171,2017,3,16,7
2017-03-16 07:05:35.171,4779,TCP  ,91.235.38.76,586,Android App,19,Male,AU,Normal,Russian,2100.0,No,0.0,Cash,2017-03-16 07:05:35.171,2017,3,16,7
2017-03-16 07:05:35.171,3667,TCP  ,91.237.27.93,556,Android App,28,Female,CA,Normal,Russian,0.0,Yes,1200.32,Credit Card,2017-03-16 07:05:35.171,2017,3,16,7
2017-03-16 07:05:35.171,3067,TCP  ,91.238.134.93,515,Android App,69,Female,CH,Normal,English,35.84,No,0.0,Others,2017-03-16 07:05:35.171,2017,3,16,7
2017-03-16 07:06:13.398,2516,TCP  ,91.238.134.93,556,Android App,43,Female,CN,Normal,English,0.0,Yes,81.32,Credit Card,2017-03-16 07:06:13.398,2017,3,16,7
2017-03-16 07:06:13.398,2747,TCP  ,91.238.134.93,515,Android App,65,Female,PL,Normal,English,71.68,No,0.0,Debit Card,2017-03-16 07:06:13.398,2017,3,16,7
2017-03-16 07:06:13.444,2925,TCP  ,91.239.150.11,702,Android App,36,Female,RU,Normal,Russian,71.68,No,0.0,Others,2017-03-16 07:06:13.444,2017,3,16,7
2017-03-16 07:06:13.444,3968,TCP  ,91.241.102.29,586,Android App,34,Female,CN,Normal,Russian,121.98,No,0.0,Debit Card,2017-03-16 07:06:13.444,2017,3,16,7
2017-03-16 07:07:35.169,1560,TCP  ,91.241.113.36,561,Android App,23,Female,RU,Normal,Spanish,1500.4,No,0.0,Cash,2017-03-16 07:07:35.169,2017,3,16,7
2017-03-16 07:07:35.169,2676,TCP  ,91.242.194.232,589,Android App,42,Male,US,Normal,Russian,1500.4,No,0.0,Others,2017-03-16 07:07:35.169,2017,3,16,7
2017-03-16 07:07:35.295,4333,TCP  ,91.242.210.172,1727,Android App,67,Female,AT,Normal,Russian,1800.51,No,0.0,Credit Card,2017-03-16 07:07:35.295,2017,3,16,7
2017-03-16 07:07:35.295,4797,TCP  ,91.243.0.244,579,Android App,69,Female,JP,Normal,Russian,0.0,Yes,162.64,Cash,2017-03-16 07:07:35.295,2017,3,16,7
2017-03-16 07:06:13.462,2750,TCP  ,91.243.28.227,561,Android App,26,Female,CN,Normal,Russian,71.68,No,0.0,Debit Card,2017-03-16 07:06:13.462,2017,3,16,7
2017-03-16 07:06:13.462,3100,TCP  ,91.243.8.11,589,Android App,40,Male,CN,Normal,Russian,107.52,No,0.0,Others,2017-03-16 07:06:13.462,2017,3,16,7
2017-03-16 07:08:13.557,2518,TCP  ,91.244.169.31,1727,Chrome,42,Male,CN,Normal,Russian,2400.68,No,0.0,Cash,2017-03-16 07:08:13.557,2017,3,16,7
2017-03-16 07:08:13.557,3370,TCP  ,91.244.2.27,579,Mozilla Firefox,41,Female,US,Normal,Russian,203.3,No,0.0,Credit Card,2017-03-16 07:08:13.557,2017,3,16,7
2017-03-16 07:08:35.170,1729,TCP  ,91.244.49.119,556,Mozilla Firefox,21,Male,PL,Normal,Russian,45.45,No,0.0,Cash,2017-03-16 07:08:35.170,2017,3,16,7
2017-03-16 07:08:35.170,4409,TCP  ,91.245.79.42,515,Mozilla Firefox,64,Male,US,Normal,Spanish,81.32,No,0.0,Cash,2017-03-16 07:08:35.170,2017,3,16,7
2017-03-16 07:08:35.170,3623,TCP  ,91.246.87.172,702,Mozilla Firefox,32,Female,IT,Normal,Russian,0.0,Yes,15.69,Others,2017-03-16 07:08:35.170,2017,3,16,7
2017-03-16 07:08:35.170,2095,TCP  ,91.251.158.85,586,Mozilla Firefox,55,Male,IT,Normal,persian,71.68,No,0.0,Others,2017-03-16 07:08:35.170,2017,3,16,7
2017-03-16 07:08:36.238,2850,TCP  ,91.251.245.17,639,Mozilla Firefox,32,Female,US,Normal,persian,900.24,No,0.0,Credit Card,2017-03-16 07:08:36.238,2017,3,16,7
2017-03-16 07:08:36.238,4160,TCP  ,91.252.50.92,614,Mozilla Firefox,64,Male,CA,Normal,English,162.64,No,0.0,Cash,2017-03-16 07:08:36.238,2017,3,16,7
2017-03-16 07:11:48.317,4142,TCP  ,91.36.133.20,92,Mozilla Firefox,58,Male,CN,Premium,German,15.69,No,0.0,Debit Card,2017-03-16 07:11:48.317,2017,3,16,7
2017-03-16 07:11:48.317,4619,TCP  ,91.38.205.81,44,Mozilla Firefox,38,Male,US,Premium,English,0.0,Yes,162.64,Cash,2017-03-16 07:11:48.317,2017,3,16,7
